Key	English	Japanese	French	Spanish	German	Italian	Korean	ChineseSimplified	ChineseTraditional	BrazilianPortuguese
news_header_nov_2019_novliveops	Gather round for a feast of November events!	11月のイベントも楽しみましょう！	Rassemblez-vous pour célébrer les évènements de novembre.	¡Reúnete para festejar los eventos de noviembre!	Freue dich auf einen Event-Festschmaus im November!	A novembre preparati per una valanga di eventi!	11월 이벤트도 즐기자!		一起來參加11月的活動吧！	Preparem-se para um mês repleto de eventos em Novembro!
news_subheader_nov_2019_novliveops	Gather round for a feast of November events!	11月のイベントも楽しみましょう！	Rassemblez-vous pour célébrer les évènements de novembre.	¡Reúnete para festejar los eventos de noviembre!	Freue dich auf einen Event-Festschmaus im November!	A novembre preparati per una valanga di eventi!	11월 이벤트도 즐기자!		一起來參加11月的活動吧！	Preparem-se para um mês repleto de eventos em Novembro!
news_main_text_nov_2019_novliveops	As the year draws to a close, we’re excited to let you know about the Pokémon GO events on the horizon! Look forward to in-game festivities that will explore Pokémon types, introduce you to Legendary Pokémon, and celebrate friendship during this joyful time! \n \nNew events, like Supereffective Week and Friend Fest, will be coming this month. Terrakion is also coming to five-star raids as soon as Cobalion departs! Learn more on the <a href="https://pokemongolive.com/en/post/nov2019-events/">blog</a>. \n \nGet excited for a month of awesome events! Let’s GO!	今年の終わりも徐々に近づいてきましたが、今後開催予定の『Pokémon GO』のイベントについてお知らせします！ポケモンの「タイプ」にまつわるイベントや、伝説のポケモンとの出会い、フレンドとの友情を深めることができるチャンスなど、楽しみが盛りだくさんです！  \n \n今月は「こうかばつぐんウイーク」や「フレンド・フェスト」などの新しいイベントを予定しています。また「伝説レイドバトル」では、「コバルオン」に続いて「テラキオン」が登場します！詳細は<a href="https://pokemongolive.com/post/nov2019-events/">ブログ</a>をご覧ください。 \n \n今月はワクワクするイベントが盛りだくさんです！	Nous sommes heureux de vous faire part des évènements Pokémon GO qui se profilent pour cette fin d’année. En ces temps de fêtes, vous explorerez les types de Pokémon, découvrirez des Pokémon légendaires et célébrerez l’amitié avec des activités en jeu. \n \nDe nouveaux évènements, tels la Semaine super efficace et le Festival des amis vous seront proposés durant ce mois. Terrakium apparaîtra également dans des Raids de niveau 5 dès que Cobaltium sera parti. Plus de détails sur notre <a href="https://pokemongolive.com/fr/post/nov2019-events/">blog</a>. \n \nPréparez-vous à des évènements passionnants ! C’est parti ! 	Se acerca el fin de año, y estamos encantados de anunciar los próximos eventos de Pokémon GO que tenemos preparados. ¡No te pierdas las celebraciones dentro del juego donde explorarás sobre los tipos de los Pokémon, conocerás Pokémon legendarios y celebrarás la amistad en esta época de ilusión y alegría! \n \nLlegan nuevos eventos este mes, como la Semana Supereficaz y el Festival Amistad. ¡Terrakion también llegará a incursiones de nivel 5 en cuanto Cobalion se vaya! Obtén más información en el <a href="https://pokemongolive.com/es/post/nov2019-events/">blog</a>. \n \n¡Prepárate para un mes de increíbles eventos! ¡Vamos allá!	Das Jahr neigt sich dem Ende zu und wir freuen uns, dich über die nächsten Pokémon GO-Events auf dem Laufenden zu halten! Im Spiel erwarten dich während dieser freudigen Zeit Veranstaltungen, die Pokémon-Typen erforschen, Legendäre Pokémon vorstellen und Freundschaften feiern! \n \nNeue Events wie „Sehr effektive Woche“ und „Freundschaftsfest“ werden diesen Monat eingeführt. Terrakium erscheint außerdem in Stufe-5-Raids, sobald Kobalium verschwindet! Erfahre mehr auf dem <a href="https://pokemongolive.com/de/post/nov2019-events/ ">Blog</a>. \n \nFreue dich auf einen Monat voller aufregender Events! Nichts wie raus und GO!	La fine dell’anno si avvicina e su Pokémon GO ti attendono eventi a volontà! Sarà una festa da vivere nel gioco all’insegna dell’amicizia, con la possibilità di conoscere meglio i tipi dei Pokémon e i Pokémon leggendari! \n \nQuesto mese, sono in arrivo nuovi eventi come la Settimana superefficace e il Festival degli amici. Subito dopo Cobalion, anche Terrakion farà la sua apparizione nei raid di livello cinque! Per saperne di più, leggi il nostro <a href="https://pokemongolive.com/it/post/nov2019-events/">blog</a>. \n \nPreparati a un mese di eventi sensazionali! Pronti, partenza... GO!	어느새 한 해가 저물어가기 시작하는 계절, 앞으로의 “Pokémon GO” 이벤트를 안내합니다! 포켓몬 타입에 대해 알아보거나, 전설의 포켓몬을 만나보거나, 친구들과 우정을 쌓으며 즐거운 시간을 보내세요!! \n \n \n11월에는 「효과가 굉장한 위크」와 「프렌드 페스타」 등 새로운 이벤트가 찾아옵니다. 또한 코바르온에 이어서 테라키온이 전설 레이드배틀에 등장합니다! 자세한 정보는 <a href=”https://pokemongolive.com/ko/post/nov2019-events”>블로그</a>를 확인하세요. \n \n11월에는 즐거운 이벤트가 가득합니다!		雖然2019年即將告終，但我們在年底準備了很多精采的活動！除了探索寶可夢屬性的活動之外，各位還有機會見到更多傳說的寶可夢，請別忘了在這個歡樂的時刻和朋友加深友情喔！ \n \n效果絕佳週和朋友節等新活動將在本月登場，而代拉基翁也將在勾帕路翁離開後降臨傳說團體戰！前往 <a href="https://pokemongolive.com/zh_hant/post/nov2019-events/">官方部落格</a>中深入了解。 \n \n玩遊戲時請注意周遭環境，小心安全。	Com a aproximação do fim do ano, estamos felizes em anunciar os próximos eventos do Pokémon GO! Vocês não perdem por esperar pelos eventos do jogo que irão explorar os tipos de Pokémon, apresentar um novo Pokémon Lendário e celebrar a amizade durante este período de alegria!  \n  \nNovos eventos, como a Semana Supereficaz e o Festival dos Amigos estão chegando este mês. O Pokémon Lendário Terrakion está pronto para tomar o lugar de Cobalion nos Reides de cinco estrelas quando ele partir! Encontrem mais informações no <a href="https://pokemongolive.com/pt_br/post/nov2019-events/">blog</a>.  \n  \nPreparem-se para um mês repleto de eventos incríveis! Vamos nessa!
news_header_nov_2019_galarianweezing	In celebration of the Pokémon Sword and Pokémon Shield release, Galarian Weezing will appear in raids!	『ポケモン ソード・シールド』発売記念！マタドガス（ガラルのすがた）がレイドバトルに登場！	Pour fêter la sortie de Pokémon Épée et Pokémon Bouclier, Smogogo de Galar apparaîtra dans les Raids.	¡Para celebrar el lanzamiento de Pokémon Espada y Pokémon Escudo, Weezing de Galar aparecerá en incursiones!	Zur Feier der Veröffentlichung von Pokémon Schwert und Pokémon Schild erscheint Galar-Smogmog in Raids! 	In occasione dell’uscita di Pokémon Spada e Pokémon Scudo, Weezing di Galar si farà vedere nei raid! 	「포켓몬스터소드・실드」 발매 기념! 또도가스(가라르의 모습)가 레이드배틀에 등장!		慶祝『寶可夢 劍／盾』上市！雙彈瓦斯（伽勒爾的樣子）即將在團體戰中登場！	Para comemorar o lançamento de Pokémon Sword e Pokémon Shield, Weezing de Galar aparecerá em Reides 
news_subheader_nov_2019_galarianweezing	In celebration of the Pokémon Sword and Pokémon Shield release, Galarian Weezing will appear in raids!	『ポケモン ソード・シールド』発売記念！マタドガス（ガラルのすがた）がレイドバトルに登場！	 Pour fêter la sortie de Pokémon Épée et Pokémon Bouclier, Smogogo de Galar apparaîtra dans les Raids.	¡Para celebrar el lanzamiento de Pokémon Espada y Pokémon Escudo, Weezing de Galar aparecerá en incursiones!	Zur Feier der Veröffentlichung von Pokémon Schwert und Pokémon Schild erscheint Galar-Smogmog in Raids! 	In occasione dell’uscita di Pokémon Spada e Pokémon Scudo, Weezing di Galar si farà vedere nei raid! 	「포켓몬스터소드・실드」 발매 기념! 또도가스(가라르의 모습)가 레이드배틀에 등장!		慶祝『寶可夢 劍／盾』上市！雙彈瓦斯（伽勒爾的樣子）即將在團體戰中登場！	Para comemorar o lançamento de Pokémon Sword e Pokémon Shield, Weezing de Galar aparecerá em Reides 
news_main_text_nov_2019_galarianweezing	Pokémon Sword and Pokémon Shield have been released on Nintendo Switch! In celebration of the latest games in the Pokémon series, Galarian Weezing will be appearing in four-star Raid Battles around the world right after November Community Day ends! \n \nDate + Time \n- Saturday, November 16, 2019, from 2:00 p.m. to 3:00 p.m. in your local time zone \n \nFeatures \n- Galarian Weezing will appear in four-star raids! \n- After this Raid Hour, Galarian Weezing will occasionally appear in raids. \n \nYou might notice that Galarian Weezing looks different than Weezing from the Kanto region! It’s adapted itself to the environment in the Galar region, which is where Pokémon Sword and Pokémon Shield are set. It even has two types—Poison and Fairy! \n \nIn celebration of the Pokémon Sword and Pokémon Shield release, you can also receive new avatar items based on the main characters’ clothes in the Style Shop for free! Why don’t you take on Galarian Weezing while wearing new clothes from the Galar region? \n \nFor more information on Pokémon Sword and Pokémon Shield, see <a href="https://swordshield.pokemon.com/en-us/">here</a>. \n \nRemember to be respectful of your surroundings and of others nearby while playing Pokémon GO.	『ポケットモンスター』シリーズ最新作、Nintendo Switchソフト『ポケットモンスター ソード・シールド』の発売を記念して、「マタドガス（ガラルのすがた）」が『Pokémon GO』に登場！レベル4のレイドバトルで挑戦することができます！ \n \n「マタドガス（ガラルのすがた）」は、『ポケモン ソード・シールド』の舞台となるガラル地方独自の環境に適応した姿で、これまで発見されていた「マタドガス」とは違った姿をしています。タイプも異なり、なんと「どく・フェアリー」タイプ！ \n \n \nさらに、『ポケモン ソード・シールド』発売を記念して、スタイルショップに主人公の衣装をモチーフにした新しい着せ替えアイテムが無料で登場！ガラル地方の衣装に身を包み、「マタドガス（ガラルのすがた）」に挑戦しましょう！ \n \n <a href="https://www.pokemon.co.jp/ex/sword_shield/?utm_campaign=goswsh&utm_medium=banner&utm_source=ingame">『ポケモン ソード・シールド』についての情報はこちら！</a> \n \n『Pokémon GO』を遊ぶ際は、周囲の安全に注意のうえマナーを守ってお楽しみください。 \n \n—Pokémon GO開発チームより	Pokémon Épée et Pokémon Bouclier sont disponibles sur Nintendo Switch ! Pour fêter la nouvelle offre dans la série des jeux vidéo Pokémon, Smogogo de Galar apparaîtra dans les Combats de Raids du monde entier dès la fin de la Journée Communauté de novembre. \n \nHoraire \n- Le samedi 16 novembre 2019 de 14h à 15h, heure locale. \n \nParticularités \n- Smogogo de Galar apparaîtra dans les Raids de niveau 4. \n- Après cette Heure de Raids, Smogogo de Galar apparaîtra de façon occasionnelle dans les Raids. \n \nVous remarquerez que Smogogo de Galar a un look différent du Smogogo de la région de Kanto. \nIl s’est adapté à la région de Galar, là où se déroulent Pokémon Épée et Pokémon Bouclier. Il a même deux types : Poison et Fée. \n \nPour fêter la sortie de Pokémon Épée et Pokémon Bouclier, vous trouverez dans la Boutique Mode de nouveaux objets gratuits pour avatars basés sur les vêtements des personnages principaux des jeux. Pourquoi ne pas affronter Smogogo de Galar vêtus d’une nouvelle tenue de la région de Galar ? \n \nPour plus d’informations sur Pokémon Épée et Pokémon Bouclier, voir <a href="https://swordshield.pokemon.com/fr-fr/">ce site.</a> \n \nComme toujours, soyez respectueux des gens qui vous entourent lorsque vous jouez à Pokémon GO.	¡Ya se han publicado los juegos Pokémon Espada y Pokémon Escudo para Nintendo Switch! Para celebrar el lanzamiento de los nuevos juegos de la serie Pokémon, Weezing de Galar aparecerá en incursiones de nivel 4 en todo el mundo tras la conclusión del Día de la Comunidad de noviembre. \n \nFecha y horas: \n- Sábado 16 de noviembre de 2019 de 2:00 p. m. a 3:00 p. m. en tu hora local. \n \nDetalles: \n- ¡Weezing de Galar va a aparecer en incursiones de nivel 4! \n- Después de esta hora de incursiones, Weezing de Galar aparecerá de vez en cuando en incursiones. \n \nPodrás observar que el Weezing de Galar es diferente del Weezing de la región de Kanto. Se ha adaptado al entorno de la región de Galar, que es donde tienen lugar Pokémon Espada y Pokémon Escudo. Y es incluso de dos tipos diferentes, ¡Veneno y Hada! \n \nTambién para celebrar el lanzamiento de Pokémon Espada y Pokémon Escudo, ¡puedes recibir nuevos objetos de avatar inspirados en la ropa de los personajes principales en la tienda de moda de forma gratuita! ¡Ponte tu nueva ropa de la región de Galar para enfrentarte a Weezing de Galar! \n \nPara obtener más información sobre Pokémon Espada y Pokémon Escudo, consulta <a href="https://swordshield.pokemon.com/es-es/">esta página.</a> \n \nComo siempre, no olvides prestar atención a tus alrededores mientras juegas a Pokémon GO.	Pokémon Schwert und Pokémon Schild für Nintendo Switch sind da! Um die neuesten Spiele der Pokémon-Reihe zu feiern, erscheint Galar-Smogmog weltweit in Stufe-4-Raids direkt nach dem Community Day im November!  \n  \nWann  \n- Samstag, 16. November 2019 von 14:00 bis 15:00 Uhr Ortszeit  \n  \nDetails  \n- Galar-Smogmog erscheint in Stufe-4-Raids!  \n- Nach dieser Raid-Stunde erscheint Galar-Smogmog gelegentlich in Raids.  \n  \nDir wird auffallen, dass Galar-Smogmog anders aussieht als sein Gegenstück aus der Kanto-Region! Es hat sich den Bedingungen der Galar-Region angepasst, die der Schauplatz für Pokémon Schwert und Pokémon Schild ist. Galar-Smogmog hat außerdem eine unerwartete Typen-Kombination – Gift und Fee!  \n  \nZur Feier der Veröffentlichung von Pokémon Schwert und Pokémon Schild kannst du kostenlos neue Avatar-Artikel basierend auf den Hauptcharakteren im Style-Shop erhalten! Warum forderst du nicht Galar-Smogmog in einem neuen Galar-Region-Outfit heraus?  \n  \nMehr Informationen über Pokémon Schwert und Pokémon Schild findest du unter <a href="https://swordshield.pokemon.com/de-de/">here</a>.  \n  \nVergiss nicht, beim Spielen von Pokémon GO immer deine Umgebung im Auge zu behalten. 	Pokémon Spada e Pokémon Scudo per Nintendo Switch sono finalmente disponibili! In occasione dell’uscita dei nuovi videogiochi della serie Pokémon, Weezing di Galar apparirà nei raid di livello quattro in giro per il mondo subito dopo il Community Day di novembre!  \n  \n- Orari e date -  \nSabato 16 novembre 2019 dalle 14:00 alle 15:00 ora locale  \n  \n- Dettagli -  \nWeezing di Galar si farà vedere nei raid di livello quattro!  \nDopo quest’ora dei raid, Weezing di Galar si farà vivo ancora nei raid di tanto in tanto.  \n  \nNoterai che Weezing di Galar ha un aspetto diverso rispetto al Weezing della regione di Kanto. Si è adattato al clima di Galar, regione in cui è ambientato il videogioco Pokémon Spada e Pokémon Scudo, ed è persino di due tipi diversi: Veleno e Folletto!  \n  \nIn più, in occasione dell’uscita di Pokémon Spada e Pokémon Scudo, nella boutique potrai ricevere gratuitamente nuovi oggetti avatar ispirati al look dei personaggi principali. Affronta Weezing di Galar sfoggiando un look degno di questa regione!  \n  \nPer ulteriori informazioni su Pokémon Spada e Pokémon Scudo, clicca <a href="https://swordshield.pokemon.com/it-it/">qui</a>.  \n  \nDurante il gioco, presta sempre attenzione all’ambiente circostante.	「포켓몬스터」 시리즈 최신작, Nintendo Switch 소프트웨어 「포켓몬스터소드・실드」의 발매를 기념해서 「또도가스(가라르의 모습)」가 레이드배틀에 등장합니다! \n \n[이벤트 내용] \n현재 「또도가스(가라르의 모습)」가 한국 전체 체육관 레이드배틀에 대량으로 출현 중! ※「또도가스(가라르의 모습)」의 대량 출현은 한국 시간 11월 16일(토) 15시경에 종료 예정이나 이후에도 레벨4 레이드배틀에 만날 수 있습니다. \n \n「또도가스(가라르의 모습)」는 「포켓몬스터소드・실드」의 무대가 되는 가라르지방 환경에 독자적으로 적응한 모습으로 지금까지 발견되었던 「또도가스」와는 다른 모습을 하고 있습니다. 타입도 달라져서 <독・페어리타입>입니다! \n \n「또도가스(가라르의 모습)」가 등장하지 않은 지역도 각 지역의 현지 시간 11월 16일(토) 11시부터 14시 개최 예정인 커뮤니티 데이 종료후부터 순차적으로 등장 예정이니 기회를 놓치지 마세요! \n \n그리고 「포켓몬스터소드・실드」 발매를 기념하여 스타일숍에 주인공 의상을 모티브로 한 의상 아이템이 무료로 등장했습니다! 가라르지방의 의상으로 갈아입고 「또도가스(가라르의 모습)」에게 도전하세요! \n \n <a href="https://pokemonkorea.co.kr/sword_shield">「포켓몬스터소드・실드」의 정보는 여기!</a> \n \n“Pokémon GO”를 플레이할 때는 주변 안전에 주의하고 매너를 지키면서 플레이해주세요. 앞으로의 최신 정보도 기대하세요. \n \n—Pokémon GO 개발팀		為了慶祝寶可夢系列遊戲最新作品Nintendo Switch遊戲軟體『寶可夢 劍／盾』上市，雙彈瓦斯（伽勒爾的樣子）將在團體戰中登場！ \n \n【活動內容】 \n在11月的社群日（當地時間11月16日11:00～14:00）結束後，雙彈瓦斯（伽勒爾的樣子）將在團體戰中登場！ \n \n雙彈瓦斯（伽勒爾的樣子）來自『寶可夢 劍／盾』的舞台伽勒爾地區，牠不只長相和目前我們所知的雙彈瓦斯不一樣，連屬性（毒／妖精）也不一樣喔！ \n \n此外，為了紀念『寶可夢 劍／盾』上市，商店裡也推出了免費的換裝道具。趕快換上伽勒爾地區的服飾，一起去挑戰雙彈瓦斯（伽勒爾的樣子）吧！ \n想知道更多關於『寶可夢 劍／盾』的資訊嗎？請至<a href="https://swordshield.portal-pokemon.com/tc">[官方網站]</a>確認！ \n \n玩遊戲時請注意周遭環境，小心安全。 \n \n—Pokémon GO開發團隊敬上	Os jogos Pokémon Sword e Pokémon Shield foram lançados para Nintendo Switch! Para comemorar o lançamento do novo jogo da série Pokémon, Weezing de Galar aparecerá em Reides de quatro estrelas ao redor do mundo, logo após o Dia Comunitário de novembro!  \n  \nData e hora  \N- Sábado, 16 de novembro de 2019, das 14h às 15h, no seu horário local.  \n  \nDetalhes  \n- Weezing de Galar aparecerá em Reides de quatro estrelas!  \n- Após esta hora de Reides, Weezing de Galar começará a aparecer ocasionalmente em Reides.  \n  /nVocês perceberão que Weezing de Galar é um pouco diferente de Weezing da região de Kanto! Este Pokémon se adaptou ao ambiente de Galar, a região dos jogos Pokémon Sword e Pokémon Shield. Além disso, Weezing de Galar possui tipos bastante peculiares: Venenoso e Fada!  \n  \nPara comemorar o lançamento de Pokémon Sword e Pokémon Shield, vocês receberão gratuitamente na Boutique, itens de avatar baseados nas roupas dos personagens principais do jogo! Chegou a hora de batalhar contra Weezing de Galar enquanto exibem um visual exclusivo da região de Galar.  \n  \nPara mais informações sobre Pokémon Sword e Pokémon Shield, confira <a href="https://swordshield.pokemon.com/en-us/">aqui</a>.  \n  Treinadores, lembrem-se: prestem atenção à sua volta e aos outros enquanto jogam Pokémon GO. 
news_header_nov_2019_cd_moveupdate	Chimchar Community Day exclusive move: Blast Burn!	「コミュニティ・デイ」限定のわざ「ブラストバーン」を覚えた「ゴウカザル」をゲットしよう！	L’attaque exclusive de la Journée Communauté de Ouisticram est... Rafale Feu !	El movimiento exclusivo del Día de la Comunidad de Chimchar: ¡Anillo Ígneo!	Exklusive Attacke am Panflam Community Day: Lohekanonade!	Chimchar è in arrivo nel Community Day con una mossa particolare: Incendio!	「커뮤니티 데이」 한정 기술 「블러스트번」을 배운 초염몽을 손에 넣자!		小火焰猴社群日專用特殊招式：「爆炸烈焰」！	Movimento exclusivo de Chimchar no Dia Comunitário: Queimadura Explosiva!
news_subheader_nov_2019_cd_moveupdate	Chimchar Community Day exclusive move: Blast Burn!	「コミュニティ・デイ」限定のわざ「ブラストバーン」を覚えた「ゴウカザル」をゲットしよう！	L’attaque exclusive de la Journée Communauté de Ouisticram est... Rafale Feu !	El movimiento exclusivo del Día de la Comunidad de Chimchar: ¡Anillo Ígneo!	Exklusive Attacke am Panflam Community Day: Lohekanonade!	Chimchar è in arrivo nel Community Day con una mossa particolare: Incendio!	「커뮤니티 데이」 한정 기술 「블러스트번」을 배운 초염몽을 손에 넣자!		小火焰猴社群日專用特殊招式：「爆炸烈焰」！	Movimento exclusivo de Chimchar no Dia Comunitário: Queimadura Explosiva!
news_main_text_nov_2019_cd_moveupdate	Get fired up, Trainers—November’s featured Pokémon will be none other than Chimchar, the Chimp Pokémon! \n \nDate + Time \nSaturday, November 16, 2019, from 11 a.m. to 2 p.m. local time \n \nFeatures \n- Chimchar will appear more frequently in the wild and in raids. \n- Spin PokéStops during Community Day hours, and you may receive 2 km Eggs that will hatch into Chimchar! \n- Lure Modules will last three hours for the duration of the event. \n- If you’re lucky, you may encounter a Shiny Chimchar! \n- Evolve Monferno during the event or up to two hours afterward to obtain an Infernape that knows Blast Burn! \n \nBonuses \n- 1/4 Hatch Distance \n \nDon’t forget to share your photos of Chimchar on social media with #PokemonGOCommunityDay, Trainers! Stay safe, and happy exploring.	11月の「Pokémon GO コミュニティ・デイ」は、こざるポケモンの「ヒコザル」が大量発生します！ \n \n-イベント開始時から終了2時間後までに「モウカザル」を「ゴウカザル」に進化させると、「ゴウカザル」が「ブラストバーン」を覚えます！ \n \n[イベント日時] \n日本時間2019年11月16日（土）11時から14時 \n \n[イベント内容] \n-「ヒコザル」がいつもより多く出現 \n-期間中にポケストップで受け取った2kmタマゴから「ヒコザル」がかえる  \n-イベント期間中はルアーモジュールの効果が3時間持続 \n -まれに色違いの「ヒコザル」が出現 \n-イベント開始時から終了2時間後までに「モウカザル」を「ゴウカザル」に進化させると、「ゴウカザル」が「ブラストバーン」を覚えます！ \n[ボーナス] \n-タマゴがかえるのに必要な距離が1/4に \n「Pokémon GO コミュニティ・デイ」開催中に撮った「ヒコザル」のAR写真を、SNSにハッシュタグ #PokemonGOCommunityDayをつけて投稿しましょう！ 『Pokémon GO』を遊ぶ際は、周囲の安全に注意のうえマナーを守ってお楽しみください。	Ça va chauffer, Dresseurs, car le Pokémon de novembre est Ouisticram, le Pokémon Chimpanzé !  \n  \nHoraire  \nSamedi 16 novembre 2019, de 11h à 14h, heure locale  \n  \nParticularités  \n- Ouisticram fera des apparitions plus fréquentes dans la nature et dans les Raids.  \n- Faites tourner les PokéStops durant la Journée Communauté pour obtenir des Œufs de 2 km qui écloront en Ouisticram.  \n- Les Modules Leurre resteront actifs pendant trois heures durant l’évènement.  \n- Vous pourriez même rencontrer un Ouisticram chromatique.  \n- Faites évoluer Chimpenfeu durant l’évènement, ou au plus tard deux heures après sa fin, pour obtenir un Simiabraz connaissant l’attaque Rafale Feu.  \n  \nBonus  \n- Une distance d’éclosion diminuée de trois quarts.  \n  \nDresseurs, pensez à partager vos photos de Ouisticram sur les réseaux sociaux avec #JourneeCommunautePokemonGO. Soyez prudents, et bonne exploration.	Ve entrando en calor, ¡porque el Pokémon protagonista de noviembre será nada menos que Chimchar, el Pokémon Chimpancé!  \n \nFecha y horas: \nEl sábado 16 de noviembre de 2019 de 11 a. m. a 2 p. m. (hora local). \n \nDetalles: \n- Chimchar aparecerá con más frecuencia en estado salvaje y en incursiones. \n- Da vueltas a los fotodiscos en Poképaradas durante las horas del Día de la Comunidad, ¡y puede que recibas Huevos de 2 km de los que eclosione Chimchar! \n- Los Módulos Cebo durarán 3 horas durante el evento. \n- Si tienes suerte, ¡puede que te encuentres con un Chimchar variocolor! \n- ¡Haz que un Monferno evolucione durante el evento o hasta 2 horas después del mismo para conseguir un Infernape que conoce Anillo Ígneo! \n \nBonus: \n- Un cuarto de la distancia para eclosionar Huevos. \n \n¡No te olvides de compartir tus fotos de Chimchar en redes sociales usando #DiadelaComunidaddePokemonGO! Y recuerda estar alerta a tus alrededores mientras disfrutas explorando.	Aufgepasst, Trainer! Das Pokémon im November ist kein anderes als Panflam, das Schimpansen-Pokémon! \n \nWann \nSamstag, 16. November 2019 von 11:00 Uhr bis 14:00 Uhr Ortszeit \n \nDetails \n- Panflam erscheinen mit vermehrter Häufigkeit im Freien und in Raids. \n- Drehe PokéStops während der Stunden des Community Day, um vielleicht 2-km-Eier zu erhalten, aus denen Panflam schlüpfen! \n- Lockmodule halten während des Events drei Stunden lang an. \n- Wenn du Glück hast, kannst du sogar einem Schillernden Panflam begegnen! \n- Entwickle Panpyro während oder bis zu zwei Stunden nach Abschluss des Events, um Panferno zu erhalten, welche die Attacke Lohekanonade beherrschen! \n \nBonusse \n- 1/4 Schlüpf-Distanz \n \nVergiss nicht, deine Fotos mit Panflam online mit dem Hashtag #PokemonGOCommunityDay zu teilen, Trainer! Allzeit sichere und schöne Entdeckungsreisen!	Gli animi si riscaldano, perché il protagonista del Community Day di novembre è nientemeno che Chimchar, il Pokémon Scimpanzé. \n \n- Orari e date - \nSabato 16 novembre 2019, dalle 11:00 alle 14:00, ora locale \n \n- Dettagli - \nChimchar apparirà più frequentemente allo stato selvatico e nei raid. \nFai girare i dischi foto dei Pokéstop nella fascia oraria dell’evento e potresti ricevere delle Uova da 2 km da cui nascerà Chimchar. \nI moduli esca dureranno tre ore nel corso dell’evento. \nCon un pizzico di fortuna, potresti persino incontrare un Chimchar cromatico! \nSe farai evolvere Monferno fino a due ore dopo la fine dell’evento, otterrai un Infernape che conosce Incendio! \n \n- Bonus - \nPer far schiudere le Uova basterà percorrere un quarto della distanza normale. \n \nNon dimenticare di condividere le tue foto di Chimchar sui social media usando l’hashtag #PokemonGOCommunityDay! Ricorda di essere sempre prudente e buon divertimento.	11월의 「커뮤니티 데이」에는 「불꽃숭이」가 대량발생합니다! \n \n[이벤트 일정] \n한국 시간 2019년 11월 16일(토) 11시부터 14시까지 \n \n[이벤트 내용] \n- 불꽃숭이가 평소보다 많이 나타납니다. \n- 이벤트 중에  포켓스톱에서 얻은 2km 알에서 불꽃숭이가 부화. \n- 이벤트 기간에는 루어모듈의 효과가 3시간 동안 지속. \n- 운이 좋으면 색이 다른 불꽃숭이를 만날 수 있습니다! \n- 이벤트 시작부터 종료 2시간 후까지 파이숭이를 초염몽으로 진화시키면, 초염몽이 「블러스트번」을 배웁니다! \n \n[보너스] \n- 알이 부화하는 데 필요한 거리 1/4 \n         \n「Pokémon GO 커뮤니티 데이」 개최 중에 불꽃숭이와 함께 찍은 AR 사진을 #PokemonGOCommunityDay 해시태그를 붙이고 공유해주세요! “Pokémon GO”를 플레이할 때는 주변 안전에 주의하고 매너를 지키면서 플레이해주세요.		訓練家們，點燃你的熱情吧──11月社群日的主角正是小猴寶可夢「小火焰猴」！ \n \n活動日期 \n當地時間2019年11月16日（星期六）11:00～14:00  \n \n活動內容 \n- 小火焰猴在地圖上和團體戰中的出現機率將會提高。 \n- 社群日活動期間內，旋轉寶可補給站的轉盤時獲得的2公里蛋將有機會孵出小火焰猴！ \n- 在活動期間內，誘餌模組的效果將延長為3小時。 \n- 如果你夠幸運的話，還有機會遇見異色小火焰猴！ \n \n- 只要在活動結束後2小時的最終期限讓猛火猴進化成烈焰猴，牠就能學會「爆炸烈焰」！ \n \n獎勵加碼內容 \n- 孵蛋所需的行走距離減為四分之一 \n         \n訓練家們，別忘了在社群媒體上分享你們在 #PokemonGOCommunityDay 與小火焰猴的合照喔！注意安全，愉快探索。	Treinadores, preparem-se, pois as coisas vão esquentar! O Pokémon em destaque do mês de novembro será ninguém menos que Chimchar, o Pokémon Chimpanzé! \n \nData e hora \nSábado, dia 16 de novembro de 2019, das 11h às 14h, horário local. \n \nDetalhes \n- Chimchar selvagens e em Reides aparecerão com mais frequência. \n- Ao girar fotodiscos de Poképaradas durante o horário do Dia Comunitário, vocês poderão receber Ovos de 2 km com Chimchar dentro! \n- Os Módulos Atrair durarão três horas durante o horário do evento. \n- Se tiverem sorte, vocês poderão encontrar Chimchar Brilhante! \n- Ao evoluir Monferno até duas horas após o evento, vocês obterão Infernape que saberá Queimadura Explosiva! \n \nBônus \n- Redução da distância para chocar Ovos para 1/4 da distância normal. \n \nTreinadores, não se esqueçam de compartilhar as suas fotos com Chimchar nas redes sociais com as hashtags #DiaComunitariodoPokemonGO e #PokemonGOCommunityDay! Tomem cuidado e divirtam-se explorando o mundo!
news_header_nov_2019_ShadowBatch	The Team GO Rocket Leaders have disrupted Pokémon habitats!	GOロケット団リーダーの襲来により、ポケモンの生息環境が変わってしまっています！	Les chefs de la Team GO Rocket ont perturbé les habitats Pokémon.	¡Los líderes del Team GO Rocket han desbaratado los hábitats de los Pokémon!	Die Team GO Rocket-Bosse bringen Pokémon-Lebensräume durcheinander!	I leader del Team GO Rocket hanno scombussolato gli habitat dei Pokémon!	GO로켓단 리더의 등장으로 포켓몬의 서식 환경이 변하고 있습니다!		GO火箭隊幹部的出現似乎讓寶可夢的棲息地產生了變化！	Os Líderes da Equipe GO Rocket desequilibraram os habitats dos Pokémon!
